"date","fsa","hot_spot_fsa","metric","value"
2021-05-03,"L9A",0,"cum_hospitalizations_deaths_per_1000",1.97259880926763
2021-05-03,"L9A",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9A",0,"cum_deaths_per_1000",NA
2021-05-03,"L9B",0,"cum_cases_per_100",3.30560259147464
2021-05-03,"L9B",0,"cum_hospitalizations_deaths_per_1000",2.65037178826474
2021-05-03,"L9B",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9B",0,"cum_deaths_per_1000",NA
2021-05-03,"L9C",1,"cum_cases_per_100",3.17829107642335
2021-05-03,"L9C",1,"cum_hospitalizations_deaths_per_1000",1.62410899575927
2021-05-03,"L9C",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9C",1,"cum_deaths_per_1000",NA
2021-05-03,"L9E",1,"cum_cases_per_100",3.87181074203975
2021-05-03,"L9E",1,"cum_hospitalizations_deaths_per_1000",1.30665016161199
2021-05-03,"L9E",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9E",1,"cum_deaths_per_1000",NA
2021-05-03,"L9G",0,"cum_cases_per_100",2.0201258809784
2021-05-03,"L9G",0,"cum_hospitalizations_deaths_per_1000",1.05528963931708
2021-05-03,"L9G",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9G",0,"cum_deaths_per_1000",NA
2021-05-03,"L9H",0,"cum_cases_per_100",1.49481756635312
2021-05-03,"L9H",0,"cum_hospitalizations_deaths_per_1000",1.16829429033611
2021-05-03,"L9H",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9H",0,"cum_deaths_per_1000",NA
2021-05-03,"L9J",0,"cum_cases_per_100",2.4954351795496
2021-05-03,"L9J",0,"cum_hospitalizations_deaths_per_1000",0
2021-05-03,"L9J",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9J",0,"cum_deaths_per_1000",NA
2021-05-03,"L9K",0,"cum_cases_per_100",2.70881705066381
2021-05-03,"L9K",0,"cum_hospitalizations_deaths_per_1000",1.54789545752218
2021-05-03,"L9K",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9K",0,"cum_deaths_per_1000",NA
2021-05-03,"L9L",0,"cum_cases_per_100",1.2107161257084
2021-05-03,"L9L",0,"cum_hospitalizations_deaths_per_1000",1.28799587841319
2021-05-03,"L9L",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9L",0,"cum_deaths_per_1000",NA
2021-05-03,"L9M",0,"cum_cases_per_100",1.13979422093525
2021-05-03,"L9M",0,"cum_hospitalizations_deaths_per_1000",1.7250939560101
2021-05-03,"L9M",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9M",0,"cum_deaths_per_1000",NA
2021-05-03,"L9N",0,"cum_cases_per_100",3.06308031013688
2021-05-03,"L9N",0,"cum_hospitalizations_deaths_per_1000",1.292237005839
2021-05-03,"L9N",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9N",0,"cum_deaths_per_1000",NA
2021-05-03,"L9P",0,"cum_cases_per_100",1.52211213815243
2021-05-03,"L9P",0,"cum_hospitalizations_deaths_per_1000",1.54978690430066
2021-05-03,"L9P",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9P",0,"cum_deaths_per_1000",NA
2021-05-03,"L9R",0,"cum_cases_per_100",2.41177776133758
2021-05-03,"L9R",0,"cum_hospitalizations_deaths_per_1000",1.29466597617815
2021-05-03,"L9R",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9R",0,"cum_deaths_per_1000",NA
2021-05-03,"L9S",0,"cum_cases_per_100",2.2831313160395
2021-05-03,"L9S",0,"cum_hospitalizations_deaths_per_1000",1.2668067831745
2021-05-03,"L9S",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9S",0,"cum_deaths_per_1000",NA
2021-05-03,"L9T",0,"cum_cases_per_100",3.28143539749222
2021-05-03,"L9T",0,"cum_hospitalizations_deaths_per_1000",1.16249238367059
2021-05-03,"L9T",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9T",0,"cum_deaths_per_1000",NA
2021-05-03,"L9V",0,"cum_cases_per_100",1.82561307901907
2021-05-03,"L9V",0,"cum_hospitalizations_deaths_per_1000",0.76294277929155
2021-05-03,"L9V",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9V",0,"cum_deaths_per_1000",NA
2021-05-03,"L9W",0,"cum_cases_per_100",2.18777796703193
2021-05-03,"L9W",0,"cum_hospitalizations_deaths_per_1000",1.11659948144363
2021-05-03,"L9W",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9W",0,"cum_deaths_per_1000",NA
2021-05-03,"L9X",0,"cum_cases_per_100",1.55719704531843
2021-05-03,"L9X",0,"cum_hospitalizations_deaths_per_1000",0.29946097025354
2021-05-03,"L9X",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9X",0,"cum_deaths_per_1000",NA
2021-05-03,"L9Y",0,"cum_cases_per_100",0.84670536019119
2021-05-03,"L9Y",0,"cum_hospitalizations_deaths_per_1000",0.71696824854899
2021-05-03,"L9Y",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9Y",0,"cum_deaths_per_1000",NA
2021-05-03,"L9Z",0,"cum_cases_per_100",0.94972774471318
2021-05-03,"L9Z",0,"cum_hospitalizations_deaths_per_1000",1.09746317166857
2021-05-03,"L9Z",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"L9Z",0,"cum_deaths_per_1000",NA
2021-05-03,"M1B",1,"cum_cases_per_100",6.11028117163741
2021-05-03,"M1B",1,"cum_hospitalizations_deaths_per_1000",3.34791655551406
2021-05-03,"M1B",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1B",1,"cum_deaths_per_1000",NA
2021-05-03,"M1C",1,"cum_cases_per_100",3.99590419819685
2021-05-03,"M1C",1,"cum_hospitalizations_deaths_per_1000",2.54738892635049
2021-05-03,"M1C",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1C",1,"cum_deaths_per_1000",NA
2021-05-03,"M1E",1,"cum_cases_per_100",4.756666045124
2021-05-03,"M1E",1,"cum_hospitalizations_deaths_per_1000",3.20716017154578
2021-05-03,"M1E",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1E",1,"cum_deaths_per_1000",NA
2021-05-03,"M1G",1,"cum_cases_per_100",6.25500057149389
2021-05-03,"M1G",1,"cum_hospitalizations_deaths_per_1000",3.82900902960338
2021-05-03,"M1G",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1G",1,"cum_deaths_per_1000",NA
2021-05-03,"M1H",1,"cum_cases_per_100",5.35208274298668
2021-05-03,"M1H",1,"cum_hospitalizations_deaths_per_1000",3.22329271748371
2021-05-03,"M1H",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1H",1,"cum_deaths_per_1000",NA
2021-05-03,"M1J",1,"cum_cases_per_100",6.23500081548965
2021-05-03,"M1J",1,"cum_hospitalizations_deaths_per_1000",4.28714555325147
2021-05-03,"M1J",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1J",1,"cum_deaths_per_1000",NA
2021-05-03,"M1K",1,"cum_cases_per_100",5.09330985915493
2021-05-03,"M1K",1,"cum_hospitalizations_deaths_per_1000",3.48591549295775
2021-05-03,"M1K",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1K",1,"cum_deaths_per_1000",NA
2021-05-03,"M1L",1,"cum_cases_per_100",4.7886773081718
2021-05-03,"M1L",1,"cum_hospitalizations_deaths_per_1000",2.88445085433523
2021-05-03,"M1L",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1L",1,"cum_deaths_per_1000",NA
2021-05-03,"M1M",1,"cum_cases_per_100",4.49618934548658
2021-05-03,"M1M",1,"cum_hospitalizations_deaths_per_1000",3.98299567232201
2021-05-03,"M1M",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1M",1,"cum_deaths_per_1000",NA
2021-05-03,"M1N",0,"cum_cases_per_100",2.47260466423153
2021-05-03,"M1N",0,"cum_hospitalizations_deaths_per_1000",1.88656524705977
2021-05-03,"M1N",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1N",0,"cum_deaths_per_1000",NA
2021-05-03,"M1P",1,"cum_cases_per_100",5.33995037220844
2021-05-03,"M1P",1,"cum_hospitalizations_deaths_per_1000",3.47394540942928
2021-05-03,"M1P",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1P",1,"cum_deaths_per_1000",NA
2021-05-03,"M1R",1,"cum_cases_per_100",4.9700478660896
2021-05-03,"M1R",1,"cum_hospitalizations_deaths_per_1000",3.35349250480094
2021-05-03,"M1R",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1R",1,"cum_deaths_per_1000",NA
2021-05-03,"M1S",1,"cum_cases_per_100",3.28754473046289
2021-05-03,"M1S",1,"cum_hospitalizations_deaths_per_1000",2.19323559967679
2021-05-03,"M1S",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1S",1,"cum_deaths_per_1000",NA
2021-05-03,"M1T",1,"cum_cases_per_100",3.81218389069223
2021-05-03,"M1T",1,"cum_hospitalizations_deaths_per_1000",2.99438866661634
2021-05-03,"M1T",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1T",1,"cum_deaths_per_1000",NA
2021-05-03,"M1V",1,"cum_cases_per_100",3.52098797871642
2021-05-03,"M1V",1,"cum_hospitalizations_deaths_per_1000",2.69329304342114
2021-05-03,"M1V",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1V",1,"cum_deaths_per_1000",NA
2021-05-03,"M1W",1,"cum_cases_per_100",3.57149289483637
2021-05-03,"M1W",1,"cum_hospitalizations_deaths_per_1000",2.84566756119086
2021-05-03,"M1W",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1W",1,"cum_deaths_per_1000",NA
2021-05-03,"M1X",1,"cum_cases_per_100",7.58936432470506
2021-05-03,"M1X",1,"cum_hospitalizations_deaths_per_1000",3.46305100663262
2021-05-03,"M1X",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M1X",1,"cum_deaths_per_1000",NA
2021-05-03,"M2H",0,"cum_cases_per_100",2.10317188463383
2021-05-03,"M2H",0,"cum_hospitalizations_deaths_per_1000",1.64417346030006
2021-05-03,"M2H",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M2H",0,"cum_deaths_per_1000",NA
2021-05-03,"M2J",1,"cum_cases_per_100",3.21680457599822
2021-05-03,"M2J",1,"cum_hospitalizations_deaths_per_1000",2.08252346309768
2021-05-03,"M2J",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M2J",1,"cum_deaths_per_1000",NA
2021-05-03,"M2K",0,"cum_cases_per_100",1.96064701351446
2021-05-03,"M2K",0,"cum_hospitalizations_deaths_per_1000",1.47048526013585
2021-05-03,"M2K",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M2K",0,"cum_deaths_per_1000",NA
2021-05-03,"M2L",0,"cum_cases_per_100",2.42290748898678
2021-05-03,"M2L",0,"cum_hospitalizations_deaths_per_1000",2.27606461086637
2021-05-03,"M2L",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M2L",0,"cum_deaths_per_1000",NA
2021-05-03,"M2M",1,"cum_cases_per_100",3.38956817830057
2021-05-03,"M2M",1,"cum_hospitalizations_deaths_per_1000",2.65696744569984
2021-05-03,"M2M",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M2M",1,"cum_deaths_per_1000",NA
2021-05-03,"M2N",0,"cum_cases_per_100",1.76381316395931
2021-05-03,"M2N",0,"cum_hospitalizations_deaths_per_1000",1.10168062503513
2021-05-03,"M2N",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M2N",0,"cum_deaths_per_1000",NA
2021-05-03,"M2P",0,"cum_cases_per_100",1.85911076268339
2021-05-03,"M2P",0,"cum_hospitalizations_deaths_per_1000",0.67196774554821
2021-05-03,"M2P",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M2P",0,"cum_deaths_per_1000",NA
2021-05-03,"M2R",1,"cum_cases_per_100",6.33612255942717
2021-05-03,"M2R",1,"cum_hospitalizations_deaths_per_1000",3.8716123392032
2021-05-03,"M2R",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M2R",1,"cum_deaths_per_1000",NA
2021-05-03,"M3A",1,"cum_cases_per_100",3.80324923261211
2021-05-03,"M3A",1,"cum_hospitalizations_deaths_per_1000",2.77008310249308
2021-05-03,"M3A",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M3A",1,"cum_deaths_per_1000",NA
2021-05-03,"M3B",0,"cum_cases_per_100",1.57417818638799
2021-05-03,"M3B",0,"cum_hospitalizations_deaths_per_1000",1.25669687148621
2021-05-03,"M3B",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M3B",0,"cum_deaths_per_1000",NA
2021-05-03,"M3C",1,"cum_cases_per_100",5.22318627344917
2021-05-03,"M3C",1,"cum_hospitalizations_deaths_per_1000",3.85139667222018
2021-05-03,"M3C",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M3C",1,"cum_deaths_per_1000",NA
2021-05-03,"M3H",1,"cum_cases_per_100",4.89476599279978
2021-05-03,"M3H",1,"cum_hospitalizations_deaths_per_1000",3.64626603895505
2021-05-03,"M3H",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M3H",1,"cum_deaths_per_1000",NA
2021-05-03,"M3J",1,"cum_cases_per_100",7.17019325046652
2021-05-03,"M3J",1,"cum_hospitalizations_deaths_per_1000",4.01682639086567
2021-05-03,"M3J",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M3J",1,"cum_deaths_per_1000",NA
2021-05-03,"M3K",1,"cum_cases_per_100",7.25253957004489
2021-05-03,"M3K",1,"cum_hospitalizations_deaths_per_1000",3.18922749822821
2021-05-03,"M3K",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M3K",1,"cum_deaths_per_1000",NA
2021-05-03,"M3L",1,"cum_cases_per_100",8.92478080295339
2021-05-03,"M3L",1,"cum_hospitalizations_deaths_per_1000",5.86063682510383
2021-05-03,"M3L",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M3L",1,"cum_deaths_per_1000",NA
2021-05-03,"M3M",1,"cum_cases_per_100",7.81082816178044
2021-05-03,"M3M",1,"cum_hospitalizations_deaths_per_1000",4.88622583636493
2021-05-03,"M3M",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M3M",1,"cum_deaths_per_1000",NA
2021-05-03,"M3N",1,"cum_cases_per_100",8.99207200386937
2021-05-03,"M3N",1,"cum_hospitalizations_deaths_per_1000",7.31815027443064
2021-05-03,"M3N",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M3N",1,"cum_deaths_per_1000",NA
2021-05-03,"M4A",1,"cum_cases_per_100",4.37392795883362
2021-05-03,"M4A",1,"cum_hospitalizations_deaths_per_1000",3.12423425630973
2021-05-03,"M4A",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4A",1,"cum_deaths_per_1000",NA
2021-05-03,"M4B",0,"cum_cases_per_100",3.10395874122535
2021-05-03,"M4B",0,"cum_hospitalizations_deaths_per_1000",2.62642662719068
2021-05-03,"M4B",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4B",0,"cum_deaths_per_1000",NA
2021-05-03,"M4C",0,"cum_cases_per_100",3.02452640716219
2021-05-03,"M4C",0,"cum_hospitalizations_deaths_per_1000",2.41689786053478
2021-05-03,"M4C",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4C",0,"cum_deaths_per_1000",NA
2021-05-03,"M4E",0,"cum_cases_per_100",1.49945570109211
2021-05-03,"M4E",0,"cum_hospitalizations_deaths_per_1000",0.7374372300453
2021-05-03,"M4E",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4E",0,"cum_deaths_per_1000",NA
2021-05-03,"M4G",0,"cum_cases_per_100",1.76349024110218
2021-05-03,"M4G",0,"cum_hospitalizations_deaths_per_1000",0.87256027554535
2021-05-03,"M4G",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4G",0,"cum_deaths_per_1000",NA
2021-05-03,"M4H",1,"cum_cases_per_100",7.05157557340882
2021-05-03,"M4H",1,"cum_hospitalizations_deaths_per_1000",4.66219872622071
2021-05-03,"M4H",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4H",1,"cum_deaths_per_1000",NA
2021-05-03,"M4J",0,"cum_cases_per_100",2.67544404421811
2021-05-03,"M4J",0,"cum_hospitalizations_deaths_per_1000",1.8382809588871
2021-05-03,"M4J",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4J",0,"cum_deaths_per_1000",NA
2021-05-03,"M4K",0,"cum_cases_per_100",2.05421311753721
2021-05-03,"M4K",0,"cum_hospitalizations_deaths_per_1000",1.58451700526286
2021-05-03,"M4K",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4K",0,"cum_deaths_per_1000",NA
2021-05-03,"M4L",0,"cum_cases_per_100",1.88128098619858
2021-05-03,"M4L",0,"cum_hospitalizations_deaths_per_1000",1.12555272678548
2021-05-03,"M4L",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4L",0,"cum_deaths_per_1000",NA
2021-05-03,"M4M",0,"cum_cases_per_100",2.29534908433991
2021-05-03,"M4M",0,"cum_hospitalizations_deaths_per_1000",1.34603804328575
2021-05-03,"M4M",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4M",0,"cum_deaths_per_1000",NA
2021-05-03,"M4N",0,"cum_cases_per_100",1.92001817768689
2021-05-03,"M4N",0,"cum_hospitalizations_deaths_per_1000",1.19291070211316
2021-05-03,"M4N",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4N",0,"cum_deaths_per_1000",NA
2021-05-03,"M4P",0,"cum_cases_per_100",2.19333874898457
2021-05-03,"M4P",0,"cum_hospitalizations_deaths_per_1000",0.85103090789525
2021-05-03,"M4P",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4P",0,"cum_deaths_per_1000",NA
2021-05-03,"M4R",0,"cum_cases_per_100",1.68367727035685
2021-05-03,"M4R",0,"cum_hospitalizations_deaths_per_1000",0.81948893689935
2021-05-03,"M4R",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4R",0,"cum_deaths_per_1000",NA
2021-05-03,"M4S",0,"cum_cases_per_100",2.0485012803133
2021-05-03,"M4S",0,"cum_hospitalizations_deaths_per_1000",1.92800120500075
2021-05-03,"M4S",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4S",0,"cum_deaths_per_1000",NA
2021-05-03,"M4T",0,"cum_cases_per_100",1.66806370494552
2021-05-03,"M4T",0,"cum_hospitalizations_deaths_per_1000",0.8382229673093
2021-05-03,"M4T",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4T",0,"cum_deaths_per_1000",NA
2021-05-03,"M4V",0,"cum_cases_per_100",1.60954364703655
2021-05-03,"M4V",0,"cum_hospitalizations_deaths_per_1000",1.56220412800606
2021-05-03,"M4V",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4V",0,"cum_deaths_per_1000",NA
2021-05-03,"M4W",0,"cum_cases_per_100",1.61374284226965
2021-05-03,"M4W",0,"cum_hospitalizations_deaths_per_1000",0.92544392388224
2021-05-03,"M4W",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4W",0,"cum_deaths_per_1000",NA
2021-05-03,"M4X",1,"cum_cases_per_100",4.58965062623599
2021-05-03,"M4X",1,"cum_hospitalizations_deaths_per_1000",3.41957811470007
2021-05-03,"M4X",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4X",1,"cum_deaths_per_1000",NA
2021-05-03,"M4Y",0,"cum_cases_per_100",2.02774536496824
2021-05-03,"M4Y",0,"cum_hospitalizations_deaths_per_1000",1.34837287696098
2021-05-03,"M4Y",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M4Y",0,"cum_deaths_per_1000",NA
2021-05-03,"M5A",1,"cum_cases_per_100",3.46665149532533
2021-05-03,"M5A",1,"cum_hospitalizations_deaths_per_1000",3.1480533272648
2021-05-03,"M5A",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5A",1,"cum_deaths_per_1000",NA
2021-05-03,"M5B",1,"cum_cases_per_100",2.76701055519113
2021-05-03,"M5B",1,"cum_hospitalizations_deaths_per_1000",1.49084620430556
2021-05-03,"M5B",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5B",1,"cum_deaths_per_1000",NA
2021-05-03,"M5C",0,"cum_cases_per_100",2.41309968399885
2021-05-03,"M5C",0,"cum_hospitalizations_deaths_per_1000",2.01091640333238
2021-05-03,"M5C",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5C",0,"cum_deaths_per_1000",NA
2021-05-03,"M5E",0,"cum_cases_per_100",1.85948674800168
2021-05-03,"M5E",0,"cum_hospitalizations_deaths_per_1000",0.8413967185528
2021-05-03,"M5E",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5E",0,"cum_deaths_per_1000",NA
2021-05-03,"M5G",0,"cum_cases_per_100",1.31993528059269
2021-05-03,"M5G",0,"cum_hospitalizations_deaths_per_1000",0.76641403389253
2021-05-03,"M5G",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5G",0,"cum_deaths_per_1000",NA
2021-05-03,"M5H",0,"cum_cases_per_100",2.08457415128052
2021-05-03,"M5H",0,"cum_hospitalizations_deaths_per_1000",0.89338892197737
2021-05-03,"M5H",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5H",0,"cum_deaths_per_1000",NA
2021-05-03,"M5J",0,"cum_cases_per_100",1.44113064767416
2021-05-03,"M5J",0,"cum_hospitalizations_deaths_per_1000",0.33385265969286
2021-05-03,"M5J",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5J",0,"cum_deaths_per_1000",NA
2021-05-03,"M5M",0,"cum_cases_per_100",2.21190606226106
2021-05-03,"M5M",0,"cum_hospitalizations_deaths_per_1000",1.09229929000546
2021-05-03,"M5M",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5M",0,"cum_deaths_per_1000",NA
2021-05-03,"M5N",1,"cum_cases_per_100",3.70619946091644
2021-05-03,"M5N",1,"cum_hospitalizations_deaths_per_1000",3.00642753472942
2021-05-03,"M5N",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5N",1,"cum_deaths_per_1000",NA
2021-05-03,"M5P",0,"cum_cases_per_100",1.80717488789238
2021-05-03,"M5P",0,"cum_hospitalizations_deaths_per_1000",0.80717488789238
2021-05-03,"M5P",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5P",0,"cum_deaths_per_1000",NA
2021-05-03,"M5R",0,"cum_cases_per_100",1.88188812642961
2021-05-03,"M5R",0,"cum_hospitalizations_deaths_per_1000",1.83683371456297
2021-05-03,"M5R",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5R",0,"cum_deaths_per_1000",NA
2021-05-03,"M5S",0,"cum_cases_per_100",1.53409687926868
2021-05-03,"M5S",0,"cum_hospitalizations_deaths_per_1000",1.31343910896291
2021-05-03,"M5S",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5S",0,"cum_deaths_per_1000",NA
2021-05-03,"M5T",0,"cum_cases_per_100",2.68292682926829
2021-05-03,"M5T",0,"cum_hospitalizations_deaths_per_1000",2.5328330206379
2021-05-03,"M5T",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5T",0,"cum_deaths_per_1000",NA
2021-05-03,"M5V",1,"cum_cases_per_100",2.467671135366
2021-05-03,"M5V",1,"cum_hospitalizations_deaths_per_1000",0.88131111977357
2021-05-03,"M5V",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M5V",1,"cum_deaths_per_1000",NA
2021-05-03,"M6A",1,"cum_cases_per_100",6.76181292189007
2021-05-03,"M6A",1,"cum_hospitalizations_deaths_per_1000",4.82160077145612
2021-05-03,"M6A",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6A",1,"cum_deaths_per_1000",NA
2021-05-03,"M6B",1,"cum_cases_per_100",6.02022748416914
2021-05-03,"M6B",1,"cum_hospitalizations_deaths_per_1000",4.1715434710843
2021-05-03,"M6B",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6B",1,"cum_deaths_per_1000",NA
2021-05-03,"M6C",0,"cum_cases_per_100",3.00609244463901
2021-05-03,"M6C",0,"cum_hospitalizations_deaths_per_1000",2.37131078764
2021-05-03,"M6C",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6C",0,"cum_deaths_per_1000",NA
2021-05-03,"M6E",1,"cum_cases_per_100",5.06276632500288
2021-05-03,"M6E",1,"cum_hospitalizations_deaths_per_1000",3.31682598180352
2021-05-03,"M6E",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6E",1,"cum_deaths_per_1000",NA
2021-05-03,"M6G",0,"cum_cases_per_100",2.18591549295775
2021-05-03,"M6G",0,"cum_hospitalizations_deaths_per_1000",2.05633802816901
2021-05-03,"M6G",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6G",0,"cum_deaths_per_1000",NA
2021-05-03,"M6H",1,"cum_cases_per_100",3.30620450065383
2021-05-03,"M6H",1,"cum_hospitalizations_deaths_per_1000",2.51771180982493
2021-05-03,"M6H",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6H",1,"cum_deaths_per_1000",NA
2021-05-03,"M6J",0,"cum_cases_per_100",2.47638289739529
2021-05-03,"M6J",0,"cum_hospitalizations_deaths_per_1000",1.80199858024354
2021-05-03,"M6J",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6J",0,"cum_deaths_per_1000",NA
2021-05-03,"M6K",1,"cum_cases_per_100",3.63992346371201
2021-05-03,"M6K",1,"cum_hospitalizations_deaths_per_1000",3.38183598095492
2021-05-03,"M6K",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6K",1,"cum_deaths_per_1000",NA
2021-05-03,"M6L",1,"cum_cases_per_100",7.81968329644134
2021-05-03,"M6L",1,"cum_hospitalizations_deaths_per_1000",6.89596458368807
2021-05-03,"M6L",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6L",1,"cum_deaths_per_1000",NA
2021-05-03,"M6M",1,"cum_cases_per_100",6.917131193402
2021-05-03,"M6M",1,"cum_hospitalizations_deaths_per_1000",4.68325838738422
2021-05-03,"M6M",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6M",1,"cum_deaths_per_1000",NA
2021-05-03,"M6N",1,"cum_cases_per_100",5.94621321237397
2021-05-03,"M6N",1,"cum_hospitalizations_deaths_per_1000",4.62196616290819
2021-05-03,"M6N",1,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6N",1,"cum_deaths_per_1000",NA
2021-05-03,"M6P",0,"cum_cases_per_100",2.11893965817928
2021-05-03,"M6P",0,"cum_hospitalizations_deaths_per_1000",1.74398325776073
2021-05-03,"M6P",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6P",0,"cum_deaths_per_1000",NA
2021-05-03,"M6R",0,"cum_cases_per_100",1.9436432216552
2021-05-03,"M6R",0,"cum_hospitalizations_deaths_per_1000",1.42001331262481
2021-05-03,"M6R",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6R",0,"cum_deaths_per_1000",NA
2021-05-03,"M6S",0,"cum_cases_per_100",2.06567382175739
2021-05-03,"M6S",0,"cum_hospitalizations_deaths_per_1000",1.7996400719856
2021-05-03,"M6S",0,"cum_hospitalizations_per_1000",NA
2021-05-03,"M6S",0,"cum_deaths_per_1000",NA
2021-05-03,"M8V",1,"cum_cases_per_100",3.16255670457722
